Orthogroup	Amanita_muscaria	Arabidopsis_thaliana	Canis_lupus	Dyctiostelium_discoideum	Paramecium_tetraurelia	Phytophthora_infestans	Total
OG0000684	0	0	0	28	0	0	28
OG0000685	0	0	0	0	28	0	28
OG0000686	0	0	0	0	28	0	28
OG0000687	0	0	0	0	28	0	28
OG0000688	0	0	0	0	27	1	28
OG0000689	0	0	0	0	28	0	28
OG0000690	0	0	0	0	1	27	28
OG0000691	0	0	0	0	0	28	28
OG0000692	0	0	0	0	0	28	28
OG0000693	0	0	0	0	0	28	28
OG0000694	27	0	0	0	0	0	27
OG0000695	21	1	1	1	2	1	27
OG0000696	2	5	17	1	0	2	27
OG0000697	3	7	8	2	0	7	27
OG0000698	2	6	13	2	2	2	27
OG0000699	1	10	11	3	1	1	27
OG0000700	2	5	2	1	15	2	27
OG0000701	1	9	14	1	1	1	27
OG0000702	2	7	9	1	4	4	27
OG0000703	1	5	19	1	0	1	27
OG0000704	1	10	11	2	0	3	27
OG0000705	1	1	19	5	0	1	27
OG0000706	1	19	2	1	3	1	27
OG0000707	1	7	13	2	2	2	27
OG0000708	1	0	24	1	0	1	27
OG0000709	0	27	0	0	0	0	27
OG0000710	0	27	0	0	0	0	27
OG0000711	0	27	0	0	0	0	27
OG0000712	0	25	0	1	0	1	27
OG0000713	0	27	0	0	0	0	27
OG0000714	0	27	0	0	0	0	27
OG0000715	0	27	0	0	0	0	27
OG0000716	0	27	0	0	0	0	27
OG0000717	0	27	0	0	0	0	27
OG0000718	0	3	2	2	1	19	27
OG0000719	0	10	10	1	4	2	27
OG0000720	0	0	27	0	0	0	27
OG0000721	0	0	27	0	0	0	27
OG0000722	0	0	27	0	0	0	27
OG0000723	0	0	27	0	0	0	27
OG0000724	0	0	26	1	0	0	27
OG0000725	0	0	27	0	0	0	27
OG0000726	0	0	27	0	0	0	27
OG0000727	0	0	27	0	0	0	27
OG0000728	0	0	27	0	0	0	27
OG0000729	0	0	27	0	0	0	27
OG0000730	0	0	27	0	0	0	27
OG0000731	0	0	27	0	0	0	27
OG0000732	0	0	27	0	0	0	27
OG0000733	0	0	25	0	1	1	27
OG0000734	0	0	27	0	0	0	27
OG0000735	0	0	24	0	0	3	27
OG0000736	0	0	27	0	0	0	27
OG0000737	0	0	27	0	0	0	27
OG0000738	0	0	27	0	0	0	27
OG0000739	0	0	27	0	0	0	27
OG0000740	0	0	27	0	0	0	27
OG0000741	0	0	7	8	6	6	27
OG0000742	0	0	0	0	27	0	27
OG0000743	0	0	0	0	27	0	27
OG0000744	0	0	0	0	25	2	27
OG0000745	0	0	0	0	27	0	27
OG0000746	0	0	0	0	0	27	27
OG0000747	0	0	0	0	0	27	27
OG0000748	0	0	0	0	0	27	27
OG0000749	6	5	6	2	5	2	26
OG0000750	25	0	1	0	0	0	26
OG0000751	1	10	9	1	2	3	26
OG0000752	2	4	3	2	13	2	26
OG0000753	26	0	0	0	0	0	26
OG0000754	3	3	18	1	0	1	26
OG0000755	1	9	11	2	2	1	26
OG0000756	5	4	9	2	3	3	26
OG0000757	4	3	7	2	6	4	26
OG0000758	1	17	1	5	1	1	26
OG0000759	1	7	13	1	3	1	26
OG0000760	4	0	11	11	0	0	26
OG0000761	2	6	10	1	5	2	26
OG0000762	2	5	14	2	0	3	26
OG0000763	2	0	23	1	0	0	26
OG0000764	2	12	3	1	6	2	26
OG0000765	1	15	2	1	3	4	26
OG0000766	3	4	3	4	6	6	26
OG0000767	1	6	13	1	4	1	26
OG0000768	1	7	10	1	2	5	26
OG0000769	2	8	4	1	10	1	26
OG0000770	1	1	11	0	2	11	26
OG0000771	1	16	4	1	2	2	26
OG0000772	0	26	0	0	0	0	26
OG0000773	0	26	0	0	0	0	26
OG0000774	0	26	0	0	0	0	26
OG0000775	0	26	0	0	0	0	26
OG0000776	0	26	0	0	0	0	26
OG0000777	0	26	0	0	0	0	26
OG0000778	0	26	0	0	0	0	26
OG0000779	0	26	0	0	0	0	26
OG0000780	0	26	0	0	0	0	26
OG0000781	0	26	0	0	0	0	26
OG0000782	0	26	0	0	0	0	26
OG0000783	0	26	0	0	0	0	26
OG0000784	0	26	0	0	0	0	26
OG0000785	0	26	0	0	0	0	26
OG0000786	0	26	0	0	0	0	26
OG0000787	0	26	0	0	0	0	26
OG0000788	0	25	0	0	0	1	26
OG0000789	0	14	4	1	2	5	26
OG0000790	0	26	0	0	0	0	26
OG0000791	0	26	0	0	0	0	26
OG0000792	0	26	0	0	0	0	26
OG0000793	0	26	0	0	0	0	26
OG0000794	0	26	0	0	0	0	26
OG0000795	0	8	14	0	2	2	26
OG0000796	0	0	19	7	0	0	26
OG0000797	0	0	26	0	0	0	26
OG0000798	0	0	26	0	0	0	26
OG0000799	0	0	26	0	0	0	26
OG0000800	0	0	26	0	0	0	26
OG0000801	0	0	26	0	0	0	26
OG0000802	0	0	26	0	0	0	26
OG0000803	0	0	26	0	0	0	26
OG0000804	0	0	26	0	0	0	26
OG0000805	0	0	26	0	0	0	26
OG0000806	0	0	24	2	0	0	26
OG0000807	0	0	26	0	0	0	26
OG0000808	0	0	26	0	0	0	26
OG0000809	0	0	26	0	0	0	26
OG0000810	0	0	26	0	0	0	26
OG0000811	0	0	26	0	0	0	26
OG0000812	0	0	0	26	0	0	26
OG0000813	0	0	0	0	26	0	26
OG0000814	0	0	0	0	26	0	26
OG0000815	0	0	0	0	26	0	26
OG0000816	0	0	0	0	26	0	26
OG0000817	0	0	0	0	25	1	26
OG0000818	0	0	0	0	26	0	26
OG0000819	0	0	0	0	0	26	26
OG0000820	0	0	0	0	0	26	26
OG0000821	0	0	0	0	0	26	26
OG0000822	25	0	0	0	0	0	25
OG0000823	25	0	0	0	0	0	25
OG0000824	25	0	0	0	0	0	25
OG0000825	2	3	10	1	5	4	25
OG0000826	7	4	0	0	0	14	25
OG0000827	4	0	0	21	0	0	25
OG0000828	4	4	8	3	1	5	25
OG0000829	2	11	4	3	5	0	25
OG0000830	1	9	5	5	2	3	25
OG0000831	4	5	10	1	3	2	25
OG0000832	25	0	0	0	0	0	25
OG0000833	3	5	2	6	6	3	25
OG0000834	2	3	14	2	3	1	25
OG0000835	1	0	21	1	1	1	25
OG0000836	1	0	24	0	0	0	25
OG0000837	2	5	9	3	5	1	25
OG0000838	1	5	4	1	12	2	25
OG0000839	1	0	21	1	2	0	25
OG0000840	1	6	16	0	1	1	25
OG0000841	1	4	20	0	0	0	25
OG0000842	1	0	24	0	0	0	25
OG0000843	1	0	20	0	3	1	25
OG0000844	1	23	0	1	0	0	25
OG0000845	1	18	2	2	1	1	25
OG0000846	1	0	21	0	1	2	25
OG0000847	2	9	9	1	2	2	25
OG0000848	1	9	4	3	7	1	25
OG0000849	2	8	9	2	2	2	25
OG0000850	1	6	12	1	4	1	25
OG0000851	0	25	0	0	0	0	25
OG0000852	0	25	0	0	0	0	25
OG0000853	0	25	0	0	0	0	25
OG0000854	0	11	10	2	0	2	25
OG0000855	0	25	0	0	0	0	25
OG0000856	0	22	3	0	0	0	25
OG0000857	0	25	0	0	0	0	25
OG0000858	0	25	0	0	0	0	25
OG0000859	0	25	0	0	0	0	25
OG0000860	0	25	0	0	0	0	25
OG0000861	0	25	0	0	0	0	25
OG0000862	0	24	0	1	0	0	25
OG0000863	0	25	0	0	0	0	25
OG0000864	0	25	0	0	0	0	25
OG0000865	0	14	2	0	8	1	25
OG0000866	0	24	0	0	0	1	25
OG0000867	0	25	0	0	0	0	25
OG0000868	0	25	0	0	0	0	25
OG0000869	0	5	18	1	0	1	25
OG0000870	0	0	25	0	0	0	25
OG0000871	0	0	25	0	0	0	25
OG0000872	0	0	25	0	0	0	25
OG0000873	0	0	25	0	0	0	25
OG0000874	0	0	25	0	0	0	25
OG0000875	0	0	25	0	0	0	25
OG0000876	0	0	25	0	0	0	25
OG0000877	0	0	25	0	0	0	25
OG0000878	0	0	17	1	4	3	25
OG0000879	0	0	25	0	0	0	25
OG0000880	0	0	25	0	0	0	25
OG0000881	0	0	25	0	0	0	25
OG0000882	0	0	25	0	0	0	25
OG0000883	0	0	25	0	0	0	25
OG0000884	0	0	25	0	0	0	25
OG0000885	0	0	25	0	0	0	25
OG0000886	0	0	25	0	0	0	25
OG0000887	0	0	25	0	0	0	25
OG0000888	0	0	24	1	0	0	25
OG0000889	0	0	25	0	0	0	25
OG0000890	0	0	25	0	0	0	25
OG0000891	0	0	0	25	0	0	25
OG0000892	0	0	0	0	25	0	25
OG0000893	0	0	0	0	25	0	25
OG0000894	0	0	0	0	23	2	25
OG0000895	0	0	0	0	25	0	25
OG0000896	0	0	0	0	25	0	25
OG0000897	0	0	0	0	25	0	25
OG0000898	0	0	0	0	25	0	25
OG0000899	0	0	0	0	25	0	25
OG0000900	0	0	0	0	25	0	25
OG0000901	0	0	0	0	25	0	25
OG0000902	0	0	0	0	25	0	25
OG0000903	0	0	0	0	0	25	25
OG0000904	0	0	0	0	0	25	25
OG0000905	22	0	0	1	0	1	24
OG0000906	24	0	0	0	0	0	24
OG0000907	12	1	1	3	0	7	24
OG0000908	24	0	0	0	0	0	24
OG0000909	2	8	1	1	2	10	24
OG0000910	3	4	9	1	4	3	24
OG0000911	2	3	14	1	3	1	24
OG0000912	2	4	9	3	3	3	24
OG0000913	4	2	6	2	5	5	24
OG0000914	1	11	3	0	4	5	24
OG0000915	1	8	5	0	8	2	24
OG0000916	1	11	7	2	1	2	24
OG0000917	9	12	0	3	0	0	24
OG0000918	3	4	7	2	5	3	24
OG0000919	2	0	22	0	0	0	24
OG0000920	3	6	2	3	6	4	24
OG0000921	1	1	4	1	12	5	24
OG0000922	1	5	16	1	0	1	24
OG0000923	2	17	3	1	0	1	24
OG0000924	2	2	9	1	2	8	24
OG0000925	2	5	7	3	5	2	24
OG0000926	3	6	8	2	5	0	24
OG0000927	1	15	3	1	2	2	24
OG0000928	1	0	10	0	12	1	24
OG0000929	1	17	3	1	1	1	24
OG0000930	1	12	1	1	7	2	24
OG0000931	1	9	10	1	1	2	24
OG0000932	1	12	11	0	0	0	24
OG0000933	1	23	0	0	0	0	24
OG0000934	1	10	10	1	0	2	24
OG0000935	0	20	0	0	1	3	24
OG0000936	0	24	0	0	0	0	24
OG0000937	0	24	0	0	0	0	24
OG0000938	0	24	0	0	0	0	24
OG0000939	0	24	0	0	0	0	24
OG0000940	0	23	0	1	0	0	24
OG0000941	0	24	0	0	0	0	24
OG0000942	0	24	0	0	0	0	24
OG0000943	0	24	0	0	0	0	24
OG0000944	0	18	1	0	0	5	24
OG0000945	0	24	0	0	0	0	24
OG0000946	0	24	0	0	0	0	24
OG0000947	0	2	15	0	0	7	24
OG0000948	0	2	16	2	0	4	24
OG0000949	0	1	19	0	4	0	24
OG0000950	0	0	24	0	0	0	24
OG0000951	0	0	24	0	0	0	24
OG0000952	0	0	24	0	0	0	24
OG0000953	0	0	24	0	0	0	24
OG0000954	0	0	24	0	0	0	24
OG0000955	0	0	24	0	0	0	24
OG0000956	0	0	24	0	0	0	24
OG0000957	0	0	24	0	0	0	24
OG0000958	0	0	24	0	0	0	24
OG0000959	0	0	24	0	0	0	24
OG0000960	0	0	24	0	0	0	24
OG0000961	0	0	24	0	0	0	24
OG0000962	0	0	24	0	0	0	24
OG0000963	0	0	24	0	0	0	24
OG0000964	0	0	24	0	0	0	24
OG0000965	0	0	24	0	0	0	24
OG0000966	0	0	24	0	0	0	24
OG0000967	0	0	24	0	0	0	24
OG0000968	0	0	24	0	0	0	24
OG0000969	0	0	24	0	0	0	24
OG0000970	0	0	24	0	0	0	24
OG0000971	0	0	24	0	0	0	24
OG0000972	0	0	24	0	0	0	24
OG0000973	0	0	24	0	0	0	24
OG0000974	0	0	24	0	0	0	24
OG0000975	0	0	0	0	24	0	24
OG0000976	0	0	0	0	24	0	24
OG0000977	0	0	0	0	24	0	24
OG0000978	0	0	0	0	24	0	24
OG0000979	0	0	0	0	24	0	24
OG0000980	0	0	0	0	0	24	24
OG0000981	0	0	0	0	0	24	24
OG0000982	0	0	0	0	0	24	24
OG0000983	0	0	0	0	0	24	24
OG0000984	23	0	0	0	0	0	23
OG0000985	23	0	0	0	0	0	23
OG0000986	22	0	0	0	0	1	23
OG0000987	3	11	0	1	0	8	23
OG0000988	20	0	0	0	0	3	23
OG0000989	23	0	0	0	0	0	23
OG0000990	23	0	0	0	0	0	23
OG0000991	5	2	8	2	4	2	23
OG0000992	4	1	12	2	3	1	23
OG0000993	23	0	0	0	0	0	23
OG0000994	3	11	4	2	0	3	23
OG0000995	1	7	12	1	0	2	23
OG0000996	1	0	22	0	0	0	23
OG0000997	1	3	16	3	0	0	23
OG0000998	4	6	3	3	4	3	23
OG0000999	1	8	2	1	10	1	23
OG0001000	1	0	22	0	0	0	23
OG0001001	1	4	8	1	6	3	23
OG0001002	1	7	4	2	8	1	23
OG0001003	1	21	0	1	0	0	23
OG0001004	1	17	0	3	0	2	23
OG0001005	1	12	1	1	7	1	23
OG0001006	1	14	3	2	1	2	23
OG0001007	1	0	19	3	0	0	23
OG0001008	1	0	14	7	0	1	23
OG0001009	1	0	3	2	17	0	23
OG0001010	1	19	0	1	2	0	23
OG0001011	1	6	6	1	4	5	23
OG0001012	1	0	13	3	4	2	23
OG0001013	0	23	0	0	0	0	23
OG0001014	0	21	0	1	0	1	23
OG0001015	0	23	0	0	0	0	23
OG0001016	0	23	0	0	0	0	23
OG0001017	0	23	0	0	0	0	23
OG0001018	0	23	0	0	0	0	23
OG0001019	0	23	0	0	0	0	23
OG0001020	0	23	0	0	0	0	23
OG0001021	0	22	1	0	0	0	23
OG0001022	0	13	5	0	5	0	23
OG0001023	0	23	0	0	0	0	23
OG0001024	0	23	0	0	0	0	23
OG0001025	0	23	0	0	0	0	23
OG0001026	0	23	0	0	0	0	23
OG0001027	0	23	0	0	0	0	23
OG0001028	0	23	0	0	0	0	23
OG0001029	0	23	0	0	0	0	23
OG0001030	0	23	0	0	0	0	23
OG0001031	0	23	0	0	0	0	23
OG0001032	0	23	0	0	0	0	23
OG0001033	0	11	8	1	2	1	23
OG0001034	0	23	0	0	0	0	23
OG0001035	0	11	12	0	0	0	23
OG0001036	0	13	5	1	3	1	23
OG0001037	0	22	0	1	0	0	23
OG0001038	0	7	11	1	3	1	23
OG0001039	0	23	0	0	0	0	23
OG0001040	0	0	23	0	0	0	23
OG0001041	0	0	23	0	0	0	23
OG0001042	0	0	18	1	4	0	23
OG0001043	0	0	23	0	0	0	23
OG0001044	0	0	23	0	0	0	23
OG0001045	0	0	23	0	0	0	23
OG0001046	0	0	23	0	0	0	23
OG0001047	0	0	23	0	0	0	23
OG0001048	0	0	22	0	1	0	23
OG0001049	0	0	23	0	0	0	23
OG0001050	0	0	23	0	0	0	23
OG0001051	0	0	23	0	0	0	23
OG0001052	0	0	23	0	0	0	23
OG0001053	0	0	23	0	0	0	23
OG0001054	0	0	23	0	0	0	23
OG0001055	0	0	23	0	0	0	23
OG0001056	0	0	23	0	0	0	23
OG0001057	0	0	19	4	0	0	23
OG0001058	0	0	23	0	0	0	23
OG0001059	0	0	23	0	0	0	23
OG0001060	0	0	23	0	0	0	23
OG0001061	0	0	21	2	0	0	23
OG0001062	0	0	23	0	0	0	23
OG0001063	0	0	20	1	0	2	23
OG0001064	0	0	22	1	0	0	23
OG0001065	0	0	23	0	0	0	23
OG0001066	0	0	19	0	4	0	23
OG0001067	0	0	0	23	0	0	23
OG0001068	0	0	0	0	23	0	23
OG0001069	0	0	0	0	23	0	23
OG0001070	0	0	0	0	23	0	23
OG0001071	0	0	0	0	23	0	23
OG0001072	0	0	0	0	23	0	23
OG0001073	0	0	0	0	23	0	23
OG0001074	0	0	0	0	0	23	23
OG0001075	0	0	0	0	0	23	23
OG0001076	0	0	0	0	0	23	23
OG0001077	0	0	0	0	0	23	23
OG0001078	2	4	5	2	8	1	22
OG0001079	22	0	0	0	0	0	22
OG0001080	3	0	10	3	5	1	22
OG0001081	1	12	2	2	3	2	22
OG0001082	5	9	4	1	2	1	22
OG0001083	22	0	0	0	0	0	22
OG0001084	2	5	10	2	1	2	22
OG0001085	4	4	4	2	5	3	22
OG0001086	22	0	0	0	0	0	22
OG0001087	1	17	3	0	0	1	22
OG0001088	2	8	1	1	3	7	22
OG0001089	3	9	7	1	0	2	22
OG0001090	1	1	12	2	3	3	22
OG0001091	1	9	8	1	2	1	22
OG0001092	1	3	10	1	6	1	22
OG0001093	2	3	9	1	5	2	22
OG0001094	1	4	13	1	1	2	22
OG0001095	1	2	15	0	1	3	22
OG0001096	1	0	19	0	0	2	22
OG0001097	1	21	0	0	0	0	22
OG0001098	1	1	12	1	5	2	22
OG0001099	1	15	3	1	1	1	22
OG0001100	1	6	12	1	0	2	22
OG0001101	1	9	5	1	3	3	22
OG0001102	1	2	14	1	0	4	22
OG0001103	1	2	9	1	7	2	22
OG0001104	2	4	7	1	5	3	22
OG0001105	1	0	12	1	7	1	22
OG0001106	1	7	3	1	1	9	22
OG0001107	2	9	5	1	4	1	22
OG0001108	1	10	7	1	2	1	22
OG0001109	2	10	5	1	1	3	22
OG0001110	1	9	5	2	3	2	22
OG0001111	1	7	8	1	3	2	22
OG0001112	1	5	10	1	4	1	22
OG0001113	1	9	4	4	1	3	22
OG0001114	1	5	10	1	4	1	22
OG0001115	1	2	13	2	4	0	22
OG0001116	1	3	15	1	2	0	22
OG0001117	1	6	14	1	0	0	22
OG0001118	0	22	0	0	0	0	22
OG0001119	0	22	0	0	0	0	22
OG0001120	0	10	11	1	0	0	22
OG0001121	0	7	12	0	3	0	22
OG0001122	0	22	0	0	0	0	22
OG0001123	0	22	0	0	0	0	22
OG0001124	0	22	0	0	0	0	22
OG0001125	0	21	0	0	0	1	22
OG0001126	0	22	0	0	0	0	22
OG0001127	0	22	0	0	0	0	22
OG0001128	0	22	0	0	0	0	22
OG0001129	0	6	7	2	5	2	22
OG0001130	0	22	0	0	0	0	22
OG0001131	0	21	0	1	0	0	22
OG0001132	0	22	0	0	0	0	22
OG0001133	0	22	0	0	0	0	22
OG0001134	0	22	0	0	0	0	22
OG0001135	0	22	0	0	0	0	22
OG0001136	0	22	0	0	0	0	22
OG0001137	0	10	11	0	0	1	22
OG0001138	0	5	7	1	8	1	22
OG0001139	0	22	0	0	0	0	22
OG0001140	0	22	0	0	0	0	22
OG0001141	0	22	0	0	0	0	22
OG0001142	0	22	0	0	0	0	22
OG0001143	0	4	15	0	2	1	22
OG0001144	0	0	21	0	0	1	22
OG0001145	0	0	22	0	0	0	22
OG0001146	0	0	22	0	0	0	22
OG0001147	0	0	22	0	0	0	22
OG0001148	0	0	22	0	0	0	22
OG0001149	0	0	22	0	0	0	22
OG0001150	0	0	22	0	0	0	22
OG0001151	0	0	22	0	0	0	22
OG0001152	0	0	20	2	0	0	22
OG0001153	0	0	22	0	0	0	22
OG0001154	0	0	22	0	0	0	22
OG0001155	0	0	22	0	0	0	22
OG0001156	0	0	22	0	0	0	22
OG0001157	0	0	22	0	0	0	22
OG0001158	0	0	22	0	0	0	22
OG0001159	0	0	16	1	2	3	22
OG0001160	0	0	22	0	0	0	22
OG0001161	0	0	22	0	0	0	22
OG0001162	0	0	22	0	0	0	22
OG0001163	0	0	22	0	0	0	22
OG0001164	0	0	22	0	0	0	22
OG0001165	0	0	22	0	0	0	22
OG0001166	0	0	22	0	0	0	22
OG0001167	0	0	22	0	0	0	22
OG0001168	0	0	22	0	0	0	22
OG0001169	0	0	22	0	0	0	22
OG0001170	0	0	22	0	0	0	22
OG0001171	0	0	22	0	0	0	22
OG0001172	0	0	22	0	0	0	22
OG0001173	0	0	22	0	0	0	22
OG0001174	0	0	22	0	0	0	22
OG0001175	0	0	22	0	0	0	22
OG0001176	0	0	22	0	0	0	22
OG0001177	0	0	22	0	0	0	22
OG0001178	0	0	2	9	11	0	22
OG0001179	0	0	22	0	0	0	22
OG0001180	0	0	0	1	21	0	22
OG0001181	0	0	0	22	0	0	22
OG0001182	0	0	0	0	22	0	22
OG0001183	0	0	0	0	22	0	22
OG0001184	0	0	0	0	22	0	22
OG0001185	0	0	0	0	22	0	22
OG0001186	0	0	0	0	22	0	22
OG0001187	0	0	0	0	0	22	22
OG0001188	21	0	0	0	0	0	21
OG0001189	20	0	1	0	0	0	21
OG0001190	21	0	0	0	0	0	21
OG0001191	21	0	0	0	0	0	21
OG0001192	3	4	4	3	5	2	21
OG0001193	2	7	0	3	5	4	21
OG0001194	1	2	0	0	0	18	21
OG0001195	3	6	3	1	5	3	21
OG0001196	1	19	0	0	1	0	21
OG0001197	8	9	0	4	0	0	21
OG0001198	3	8	4	2	2	2	21
OG0001199	2	10	1	2	2	4	21
OG0001200	1	11	6	1	2	0	21
OG0001201	3	5	3	1	8	1	21
OG0001202	1	3	11	1	4	1	21
OG0001203	2	9	1	1	6	2	21
OG0001204	3	3	14	1	0	0	21
OG0001205	1	0	20	0	0	0	21
OG0001206	3	0	17	1	0	0	21
OG0001207	1	3	7	1	8	1	21
OG0001208	3	6	4	3	4	1	21
OG0001209	2	10	2	2	3	2	21
OG0001210	2	6	5	3	1	4	21
OG0001211	2	10	5	2	0	2	21
OG0001212	1	3	13	1	2	1	21
OG0001213	2	1	4	2	8	4	21
OG0001214	1	2	11	1	2	4	21
OG0001215	1	2	17	0	0	1	21
OG0001216	1	0	12	1	3	4	21
OG0001217	1	1	11	2	4	2	21
OG0001218	2	8	4	2	3	2	21
OG0001219	1	12	3	1	3	1	21
OG0001220	1	2	6	1	10	1	21
OG0001221	1	0	20	0	0	0	21
OG0001222	1	9	1	1	8	1	21
OG0001223	1	13	1	1	4	1	21
OG0001224	1	5	13	1	0	1	21
OG0001225	1	13	1	3	1	2	21
OG0001226	1	4	14	1	0	1	21
OG0001227	1	8	4	2	4	2	21
OG0001228	1	9	1	1	8	1	21
OG0001229	1	0	13	1	6	0	21
OG0001230	1	7	3	6	3	1	21
OG0001231	2	8	8	1	0	2	21
OG0001232	1	0	0	0	19	1	21
OG0001233	1	11	0	1	0	8	21
OG0001234	1	0	6	8	3	3	21
OG0001235	0	21	0	0	0	0	21
OG0001236	0	5	8	1	4	3	21
OG0001237	0	21	0	0	0	0	21
OG0001238	0	21	0	0	0	0	21
OG0001239	0	21	0	0	0	0	21
OG0001240	0	21	0	0	0	0	21
OG0001241	0	21	0	0	0	0	21
OG0001242	0	21	0	0	0	0	21
OG0001243	0	21	0	0	0	0	21
OG0001244	0	5	6	8	2	0	21
OG0001245	0	21	0	0	0	0	21
OG0001246	0	19	0	1	0	1	21
OG0001247	0	20	0	1	0	0	21
OG0001248	0	21	0	0	0	0	21
OG0001249	0	21	0	0	0	0	21
OG0001250	0	21	0	0	0	0	21
OG0001251	0	21	0	0	0	0	21
OG0001252	0	21	0	0	0	0	21
OG0001253	0	21	0	0	0	0	21
OG0001254	0	6	13	1	0	1	21
OG0001255	0	21	0	0	0	0	21
OG0001256	0	6	1	3	10	1	21
OG0001257	0	3	8	1	8	1	21
OG0001258	0	1	17	1	2	0	21
OG0001259	0	0	21	0	0	0	21
OG0001260	0	0	21	0	0	0	21
OG0001261	0	0	21	0	0	0	21
OG0001262	0	0	21	0	0	0	21
OG0001263	0	0	21	0	0	0	21
OG0001264	0	0	21	0	0	0	21
OG0001265	0	0	21	0	0	0	21
OG0001266	0	0	21	0	0	0	21
OG0001267	0	0	21	0	0	0	21
OG0001268	0	0	21	0	0	0	21
OG0001269	0	0	21	0	0	0	21
OG0001270	0	0	21	0	0	0	21
OG0001271	0	0	21	0	0	0	21
OG0001272	0	0	21	0	0	0	21
OG0001273	0	0	21	0	0	0	21
OG0001274	0	0	21	0	0	0	21
OG0001275	0	0	21	0	0	0	21
OG0001276	0	0	21	0	0	0	21
OG0001277	0	0	21	0	0	0	21
OG0001278	0	0	21	0	0	0	21
OG0001279	0	0	21	0	0	0	21
OG0001280	0	0	21	0	0	0	21
OG0001281	0	0	21	0	0	0	21
OG0001282	0	0	21	0	0	0	21
OG0001283	0	0	9	1	9	2	21
OG0001284	0	0	21	0	0	0	21
OG0001285	0	0	21	0	0	0	21
OG0001286	0	0	21	0	0	0	21
OG0001287	0	0	21	0	0	0	21
OG0001288	0	0	20	0	0	1	21
OG0001289	0	0	21	0	0	0	21
OG0001290	0	0	21	0	0	0	21
OG0001291	0	0	21	0	0	0	21
OG0001292	0	0	12	1	7	1	21
OG0001293	0	0	21	0	0	0	21
OG0001294	0	0	11	9	0	1	21
OG0001295	0	0	21	0	0	0	21
OG0001296	0	0	21	0	0	0	21
OG0001297	0	0	21	0	0	0	21
OG0001298	0	0	21	0	0	0	21
OG0001299	0	0	0	21	0	0	21
OG0001300	0	0	0	0	21	0	21
OG0001301	0	0	0	0	21	0	21
OG0001302	0	0	0	0	21	0	21
OG0001303	0	0	0	0	21	0	21
OG0001304	0	0	0	0	21	0	21
OG0001305	0	0	0	0	21	0	21
OG0001306	0	0	0	0	0	21	21
OG0001307	0	0	0	0	0	21	21
OG0001308	0	0	0	0	0	21	21
OG0001309	0	0	0	0	0	21	21
OG0001310	0	0	0	0	0	21	21
OG0001311	20	0	0	0	0	0	20
OG0001312	20	0	0	0	0	0	20
OG0001313	20	0	0	0	0	0	20
OG0001314	2	1	8	3	5	1	20
OG0001315	1	13	2	1	2	1	20
OG0001316	1	0	10	3	2	4	20
OG0001317	2	8	7	1	0	2	20
OG0001318	3	15	1	0	0	1	20
OG0001319	4	4	3	0	8	1	20
OG0001320	6	0	5	1	0	8	20
OG0001321	1	10	5	1	2	1	20
OG0001322	2	6	5	1	2	4	20
OG0001323	1	6	9	1	2	1	20
OG0001324	3	8	5	2	0	2	20
OG0001325	2	4	8	0	1	5	20
OG0001326	2	13	3	1	0	1	20
OG0001327	1	9	4	2	1	3	20
OG0001328	1	5	10	2	1	1	20
OG0001329	1	0	16	0	1	2	20
OG0001330	2	18	0	0	0	0	20
OG0001331	1	4	5	1	8	1	20
OG0001332	1	2	12	3	1	1	20
OG0001333	3	5	4	4	4	0	20
OG0001334	1	9	2	0	6	2	20
OG0001335	1	10	3	1	3	2	20
OG0001336	1	7	6	1	4	1	20
OG0001337	1	2	10	3	0	4	20
OG0001338	1	0	19	0	0	0	20
OG0001339	1	2	12	2	2	1	20
OG0001340	1	12	2	1	3	1	20
OG0001341	1	7	10	1	0	1	20
OG0001342	1	2	4	3	7	3	20
OG0001343	1	10	2	1	3	3	20
OG0001344	1	2	13	0	0	4	20
OG0001345	1	14	3	1	0	1	20
OG0001346	1	5	8	1	4	1	20
OG0001347	1	6	3	1	8	1	20
OG0001348	1	8	6	2	2	1	20
OG0001349	1	2	5	3	4	5	20
OG0001350	1	4	4	1	9	1	20
OG0001351	1	10	5	1	0	3	20
OG0001352	1	2	13	1	2	1	20
OG0001353	0	20	0	0	0	0	20
OG0001354	0	20	0	0	0	0	20
OG0001355	0	20	0	0	0	0	20
OG0001356	0	20	0	0	0	0	20
OG0001357	0	7	7	1	4	1	20
OG0001358	0	20	0	0	0	0	20
OG0001359	0	20	0	0	0	0	20
OG0001360	0	18	2	0	0	0	20
OG0001361	0	7	0	1	12	0	20
OG0001362	0	3	13	3	0	1	20
OG0001363	0	20	0	0	0	0	20
OG0001364	0	19	0	1	0	0	20
OG0001365	0	20	0	0	0	0	20
OG0001366	0	8	10	1	0	1	20
OG0001367	0	2	15	1	1	1	20
OG0001368	0	17	3	0	0	0	20
OG0001369	0	0	20	0	0	0	20
OG0001370	0	0	20	0	0	0	20
OG0001371	0	0	20	0	0	0	20
OG0001372	0	0	20	0	0	0	20
OG0001373	0	0	20	0	0	0	20
OG0001374	0	0	19	1	0	0	20
OG0001375	0	0	20	0	0	0	20
OG0001376	0	0	7	2	6	5	20
OG0001377	0	0	19	0	0	1	20
OG0001378	0	0	20	0	0	0	20
OG0001379	0	0	18	0	2	0	20
